Código;Descrição;Local
R971560B438BD;R97 15X6,0 4X100 ET38 BLACK DIAMOND;30E       
R971560B438GB;R97 15X6,0 4X100 ET38 GRAPHITE BRILHANTE;31D       
R991560B450BD;R99 15X6,0 4X100 ET50 BLACK DIAMOND;36D       
RANG17706139BD;RANGER 17X7,0 6X139,7 ET35 PRETO DIAMANT;C6        
RD 13;RODA AUTOMOTIVA ARO 13;
RD 14;RODA AUTOMOTIVA ARO 14;
RD 15;RODA AUTOMOTIVA ARO 15;
RD 16;RODA AUTOMOTIVA ARO 16;
RD 17;RODA AUTOMOTIVA ARO 17;
RD 18;RODA AUTOMOTIVA ARO 18;
RD 19;RODA AUTOMOTIVA ARO 19;
RD 20;RODA AUTOMOTIVA ARO 20;
RD 22;RODA AUTOMOTIVA ARO 22;
ROADC000157;PNEU 175/75R13 ROADCRUZA LETRA BRANCA;C10 e C12 
ROADC000158;PNEU AUTO 275/40R22 RA1100 ROADCRUZA;C11       
S021660E528BD;S02 16X6,0 5X110 ET28 BLACK DIAMOND;6E        
S021660E528GD;S02 16X6,0 5X110 ET28 GRAPHITE DIAMOND;4D        
S021870E540BD;S02 18X7,0 5X110 ET40 BLACK DIAMOND;55E       
S021870E540GD;S02 18X7,0 5X110 ET40 GRAPHITE DIAMOND;58D       
S031460A435B;S03 14X6,0 4X98 ET35 BLACK;10D       
S031460A435BD;S03 14X6,0 4X98 ET35 BLACK DIAMOND;10D       
S031460A435GD;S03 14X6,0 4X98 ET35 GRAPHITE DIAMOND;13E       
S031560A436B;S03 15X6,0 4X98 ET36 BLACK;33E       
S031560A436BD;S03 15X6,0 4X98 ET36 BLACK DIAMOND;39D       
S031560A436GD;S03 15X6,0 4X98 ET36 GRAPHITE DIAMOND;28D       
S031760A438B;S03 17X6,0 4X98 ET38 BLACK;44E       
S031760A438BD;S03 17X6,0 4X98 ET38 BLACK DIAMOND;52D       
S031760A438GFD;S03 17X6,0 4X98 ET38 GRAPHITE FOSCO DIAM;43E       
S041560B450BD;S04 15X6,0 4X100 ET50 BLACK DIAMOND;39E       
S051660D420BFD;S05 16X6,0 4X108 ET20 BLACK FOSCO DIA FL;1D        
S071770L540B;S07 17X7,0 5X120 ET40 BLACK;65D       
S071770L540GF;S07 17X7,0 5X120 ET40 GRAPHITE FOSCO;4D        
S071770L540HG;S07 17X7,0 5X120 ET40 HYPER GLOSS;1D        
S071870L540B;S07 18X7,0 5X120 ET40 BLACK;61E       
S071870L540GF;S07 18X7,0 5X120 ET40 GRAPHITE FOSCO;63D       
S071870L540HG;S07 18X7,0 5X120 ET40 HYPER GLOSS;62E       
S072085L540B;S07 20X8,5 5X120 ET40 BLACK;15E       
S072085L540GF;S07 20X8,5 5X120 ET40 GRAPHITE FOSCO;20D       
S072085L540HG;S07 20X8,5 5X120 ET40 HYPER GLOSS;15D e 18D 
S072290L545B;S07 22X9,0 5X120 ET45 BLACK;35D       
S072290L545GF;S07 22X9,0 5X120 ET45 GRAPHITE FOSCO;35E       
S072290L545HG;S07 22X9,0 5X120 ET45 HYPER GLOSS;35D,E     
S081660G543BD;S08 16X6,0 5X114 ET43 BLACK DIAMOND;3E        
S101660D423GD;S10 16X6,0 4X108 ET23 GRAPHITE DIAMOND;1D        
S111770R625BD;S11 17X7 6X139,7 ET25 BLACK DIAMOND;49D       
S112085R635BD;S11 20X8,5 6X139,7 ET35 BLACK DIAMOND;19D       
S121660G543BD;S12 16X6,0 5X114,3 ET43 BLACK DIAM F.L;7D        
S131460B438BD;S13 14X6,0 4X100 ET38 BLACK DIAMOND;12D       
S131560B442B;S13 15X6,0 4X100 ET42 BLACK;27D       
S141660D415BD;S14 16X6,0 4X108 ET15 BLACK DIAMOND;7D        
S141760D415BD;S14 17X6,0 4X108 ET15 BLACK DIAMOND;2D        
S151560A440B;S15 15X6,0 4X98 ET40 BLACK;28D,E     
S151560A440GB;S15 15X6,0 4X98 ET40 GRAPHITE BRILHANTE;39E/40D   
S151560A440HG;S15 15X6,0 4X98 ET40 HYPER GLOSS;32D/33    
S161660G543BD;S16 16X6,0 5X114 ET 43 BLACK DIAMOND;1E        
S161770G546BD;S16 17X7,0 5X114 ET46 BLACK DIAMOND;52D       
S181560B438B;S18 15X6,0 4X100 ET38 BLACK;36D/38    
S181560B438HG;S18 15X6,0 4X100 ET38 HYPER GLOSS;39E/40    
S181560B538B;S18 15X6,0 5X100 ET38 BLACK;30D,E     
S181560B538HG;S18 15X6,0 5X100 ET38 HYPER GLOSS;27/39/40  
S181760B442HG;S18 17X6,0 4X100 ET 42 HYPER GLOSS;66D,E     
S181760B542HG;S18 17X6,0 5X100 ET42 HYPER GLOSS;51E       
S181770B438B;S18 17X7,0 4X100 ET38 BLACK;6D        
S181770B438HG;S18 17X7,0 4X100 ET38 HYPER GLOSS;52D/66D   
S181770B538GB;S18 17X7,0 5X100 ET38 GRAPHITE BRILHANTE;44D       
S181770B538HG;S18 17X7,0 5X100 ET38 HYPER GLOSS;50D       
S181770F538GB;S18 17X7,0 5X112 ET38 GRAPHITE BRILHANTE;43E       
S181770F538HG;S18 17X7,0 5X112 ET38 HYPER GLOSS;5D        
S181870B438B;S18 18X7,0 4X100 ET38 BLACK;63D       
S181870B438HG;S18 18X7,0 4X100 ET38 HYPER GLOSS;61D       
S181870B538GB;S18 18X7,0 5X100 ET38 GRAPHITE BRILHANTE;55E       
S181870B538HG;S18 18X7,0 5X100 ET38 HYPER GLOSS;62D       
S181870F538B;S18 18X7,0 5X112 ET38 BLACK;54D       
S181870F538GB;S18 18X7,0 5X112 ET38 GRAPHITE BRILHANTE;58D       
S181870F538HG;S18 18X7,0 5X112 ET38 HYPER GLOSS;57D       
S182075B438HG;S18 20X7,5 4X100 ET38 HYPER GLOSS;19D       
S182075B538GB;S18 20X7,5 5X100 ET38 GRAPHITE BRILHANTE;20D/20E   
S182075B538HG;S18 20X7,5 5X100 ET38 HYPER GLOSS;20D       
S182075F538GB;S18 20X7,5 5X112 ET38 GRAPHITE BRILHANTE;17E e 18E 
S182075F538HG;S18 20X7,5 5X112 ET38 HYPER GLOSS;21E       
S191460B430BD;S19 14X6,0 4X100 ET30 BLACK DIAMOND;12E       
S191560B438BD;S19 15X6,0 4X100 ET38 BLACK DIAMOND;27E/39D   
S191560B538BD;S19 15X6,0 5X100 ET38 BLACK DIAMOND;33D,E     
S191770B438BD;S19 17X7,0 4X100 ET38 BLACK DIAMOND;65D       
S191770B538BD;S19 17X7,0 5X100 ET 38 BLACK DIAMOND;51E       
S191770F545BD;S19 17X7,0 5X112 ET45 BLACK DIAMOND;67D       
S191870B438BD;S19 18X7,0 4X100 ET38 BLACK DIAMOND;63E       
S191870B538BD;S19 18X7,0 5X100 ET38 BLACK DIAMOND;54E       
S191870B538BDS;S19 18X7,0 5X100 ET38 BLACK DIA SMOKE;64E       
S191870F545BD;S19 18X7,0 5X112 ET45 BLACK DIAMOND;63E       
S191870F545BDS;S19 18X7,0 5X112 ET45 BLACK DIA SMOKE;
S192075B438BD;S19 20X7,5 4X100 ET38 BLACK DIAMOND;C6 e 16E  
S192075B538BD;S19 20X7,5 5X100 ET38 BLACK DIAMOND;17D       
S192075F545BD;S19 20X7,5 5X112 ET45 BLACK DIAMOND;15E       
S201460B438BD;S20 14X6,0 4X100 ET38 BLACK DIAMOND;11D       
S201460B438GD;S20 14X6,0 4X100 ET38 GRAPHITE DIAMOND;11D       
S201560B442BD;S20 15X6,0 4X100 ET42 BLACK DIAMOND;39D       
S201560B442GD;S20 15X6 4X100 ET42 GRAPHITE DIAMOND;37D       
S211460B439B;S21 14X6,0 4X100 ET39 BLACK;12D       
S211460B439BD;S21 14X6,0 4X100 ET39 BLACK DIAMOND;10E       
S211460B439SS;S21 14X6,0 4X100 ET39 SILVER STAR;11D       
S211560B439B;S21 15X6,0 4X100 ET 39 BLACK;32D       
S211560B439BD;S21 15X6,0 4X100 ET 39 BLACK DIAMOND;36E       
S211560B439SS;S21 15X6,0 4X100 ET 39 SILVER STAR;28D,E     
S211760B436B;S21 17X6,0 4X100 ET36 BLACK;5E        
S211760B436BD;S21 17X6,0 4X100 ET36 BLACK DIAMOND;52D       
S211760B436SS;S21 17X6,0 4X100 ET36 SILVER STAR;49E       
S221660B537BD;S22 16X6,0 5X100 ET37 BLACK DIAMOND;4D        
S221660B537GB;S22 16X6,0 5X100 ET37 GRAFITE BRILHANTE;1D        
S221660B537LBD;S22 16X6,0 5X100 ET37 LIP BLACK DIAMOND;8D        
S221770B539BD;S22 17X7,0 5X100 ET39 BLACK DIAMOND;67D       
S221770B539GB;S22 17X7,0 5X100 ET39 GRAFITE BRILHANTE;1D        
S221770B539LBD;S22 17X7,0 5X100 ET39 LIP BLACK DIAMOND;48E       
S231760B436BD;S23 17X6,0 4X100 ET36 BLACK DIAMOND;67D       
S231760D436BD;S23 17X6,0 4X108 ET36 BLACK DIAMOND;3D e 65D  
S231770B440BD;S23 17X7,0 4X100 ET40 BLACK DIAMOND;51E       
S231770B540BD;S23 17X7,0 5X100 ET40 BLACK DIAMOND;50D       
S231770C540BD;S23 17X7,0 5X105 ET40 BLACK DIAMOND;48E 51D   
S231770D540BD;S23 17X7,0 5X108 ET40 BLACK DIAMOND;4E        
S231770G540BD;S23 17X7,0 5X114 ET40 BLACK DIAMOND;52E       
S231860B436B;S23 18X6,0 4X100 ET36 BLACK;59E       
S231860B436BD;S23 18X6,0 4X100 ET36 BLACK DIAMOND;53E       
S231860B536BD;S23 18X6,0 5X100 ET36 BLACK DIAMOND;54D       
S231860D436BD;S23 18X6,0 4X108 ET36 BLACK DIAMOND;25D       
S231870B440BD;S23 18X7,0 4X100 ET40 BLACK DIAMOND;RUA 25E   
S231870B540BD;S23 18X7,0 5X100 ET40 BLACK DIAMOND;54E       
S231870C540BD;S23 18X7,0 5X105 ET40 BLACK DIAMOND;54D       
S231870D540BD;S23 18X7,0 5X108 ET40 BLACK DIAMOND;56D       
S231870F540BD;S23 18X7,0 5X112 ET40 BLACK DIAMOND;61D       
S231870G540BD;S23 18X7,0 5X114 ET40 BLACK DIAMOND;64E       
S241660B436BD;S24 16X6,0 4X100 ET36 BLACK DIAMOND;3E        
S241660B436GFD;S24 16X6,0 4X100 ET36 GRAPHITE FOSCO DIA;7D        
S241660C536BD;S24 16X6,0 5X105 ET36 BLACK DIAMOND;5D        
S241660C536GD;S24 16X6,0 5X105 ET36 GRAPHITE DIAMOND;SALA 2 5E 
S241660C536GFD;S24 16X6,0 5X105 ET36 GRAPHITE FOSCO DIA;3E        
S241660E536BD;S24 16X6,0 5X110 ET36 BLACK DIAMOND;4E        
S241770B441BD;S24 17X7,0 4X100 ET41 BLACK DIAMOND;50D       
S241770B441GFD;S24 17X7,0 4X100 ET41 GRAPHITE FOSCO DIA;49E       
S241770C541BD;S24 17X7,0 5X105 ET41 BLACK DIAMOND;53E       
S241770C541GD;S24 17X7,0 5X105 ET41 GRAPHITE DIAMOND;53D       
S241770C541GFD;S24 17X7,0 5X105 ET41 GRAPHITE FOSCO DIA;48D       
S241770E541BD;S24 17X7,0 5X110 ET41 BLACK DIAMOND;3D        
S251660B535BD;S25 16X6,0 5X100 ET35 BLACK DIAMOND;3D        
S251660B535BDS;S25 16X6,0 5X100 ET35 BLACK DIA SMOKE;2E        
S251770B539BD;S25 17X7,0 5X100 ET39 BLACK DIAMOND;49D       
S251770B539BDS;S25 17X7,0 5X100 ET39 BLACK DIAM SMOKE;51D       
S271560A436BD;S27 15X6,0 4X98 ET36 BLACK DIAMOND;33D       
S271560A436GFD;S27 15X6,0 4X98 ET36 GRAPHITE FOSCO DIAM;38D       
S271660A440BD;S27 16X6,0 4X98 ET40 BLACK DIAMOND;7D        
S271660A440GFD;S27 16X6,0 4X98 ET40 GRAPHITE FOSCO DIAM;7D        
S291560A440BD;S29 15X6,0 4X98 ET40 BLACK DIAMOND;32D,E     
S291660A440BD;S29 16X6,0 4X98 ET40 BLACK DIAMOND;1D e 2E   
S291660A440GFD;S29 16X6,0 4X98 ET40 GRAPHITE FOSCO DIAM;7D        
S301670R628B;S30 16X7,0 6X139 ET28 BLACK;7D        
S301670R628BD;S30 16X7,0 6X139 ET28 BLACK DIAMOND;5D        
S301670R628GD;S30 16X7,0 6X139 ET28 GRAPHITE DIAMOND;1D        
S301770R628BD;S30 17X7,0 6X139 ET28 BLACK DIAMOND;66E / 67D 
S301770R628GD;S30 17X7,0 6X139 ET28 GRAPHITE DIAMOND;48E       
S301870R628B;S30 18X7,0 6X139 ET 28 BLACK;64E       
S301870R628BD;S30 18X7,0 6X139 ET28 BLACK DIAMOND;61E       
S301870R628GD;S30 18X7,0 6X139 ET28 GRAPHITE DIAMOND;54E       
S311770R625BD;S31 17X7,0 6X139 ET25 BLACK DIAMOND;50E/66D   
S311870R625BD;S31 18X7,0 6X139 ET25 BLACK DIAMOND;55E       
S312085R635BD;S31 20X8,5 6X139 ET35 BLACK DIAMOND;15E e 16D 
S312290R625BD;S31 22X9,0 6X139 ET25 BLACK DIAMOND;34E       
S321875RE6U30BD;S32 18X7,5 6X139 ET30 BLACK DIAMOND;57E       
S321875RE6U30GL;S32 18X7,5 6X139 ET30 GLOSS;60E       
S322085R635BD;S32 20X8,5 6X139 ET35 BLACK DIAMOND;15E e 19D 
S322085R635GL;S32 20X8,5 6X139 ET35 GLOSS;21D       
S322290R625BD;S32 22X9,0 6X139 ET25 BLACK DIAMOND;34D/35D   
S322290R625GL;S32 22X9,0 6X139 ET25 GLOSS;34D       
S331660B440B;S33 16X6,0 4X100 ET40 BLACK;4D        
S331660B440BD;S33 16X6,0 4X100 ET40 BLACK DIAMOND;6E e 7E   
S341660E528B;S34 16X6,0 5X110 ET28 BLACK;7E        
S341660E528BD;S34 16X6,0 5X110 ET28 BLACK DIAMOND;8E/6E     
S341660E528GD;S34 16X6,0 5X110 ET28 GRAPHITE DIAM;5D        
S341870E540B;S34 18X7,0 5X110 ET40 BLACK;62E       
S341870E540BD;S34 18X7,0 5X110 ET40 BLACK DIAMOND;57E       
S341870E540GD;S34 18X7,0 5X110 ET40 GRAPHITE DIAM;63D       
S351460B439B;S35 14X6,0 4X100 ET39 BLACK;10E       
S351460B439BD;S35 14X6,0 4X100 ET39 BLACK DIAMOND;12E       
S351560B439B;S35 15X6,0 4X100 ET39 BLACK;39D       
S351560B439BD;S35 15X6,0 4X100 ET39 BLACK DIAMOND;28D e 31D 
S361875R6J35BD;S36 18X7,5 6X139 J(L200) ET35 BLACK DIAM;62D       
S371660G543BD;S37 16X6,0 5X114 ET43 BLACK DIAMOND;1D e 8E   
S381560D425B;S38 15X6,0 4X108 ET25 BLACK;33E       
S381560D425BD;S38 15X6,0 4X108 ET25 BLACK DIAMOND;33E       
S381560D425GD;S38 15X6,0 4X108 ET25 GRAPHITE DIAMOND;29E/40    
S391875R630BD;S39 18X7,5 6X139 ET30 BLACK DIAMOND;60D       
S391875R630BDS;S39 18X7,5 6X139,7 ET30 BLACK DIAM SMOKE;63D       
S391875R630GD;S39 18X7,5 6X139 ET30 GRAPHITE DIAMOND;57D       
S392085R6U35BD;S39 20X8,5 6X139 ET35 BLACK DIAMOND;15D e 16D 
S392290R6U25BD;S39 22X9,0 6X139 U ET25 BLACK DIAMOND;35D       
S401560B4A42BD;S40 15X6,0 4X100 A ET42 BLACK DIAMOND;28D       
S411660A435BD;S41 16X6,0 4X98 W ET35 BLACK DIAMOND;7D        
S411660A435GD;S41 16X6,0 4X98 ET35 GRAPHITE DIAMOND;2E | 6E   
S421460B4B38BD;S42 14X6,0 4X100 ET38 BLACK DIAMOND;13D/13D   
S421460B4B38GD;S42 14X6,0 4X100 ET38 GRAPHITE DIAMOND;11D       
S421560B4B42BD;S42 15X6,0 4X100 B ET42 BLACK DIAMOND;39E       
S421560B4B42GD;S42 15X6,0 4X100 ET42 GRAPHITE DIAMOND;33D       
S431560D4G40BD;S43 15X6,0 4X108 ET40 BLACK DIAMOND;36D       
S441560B4A38BD;S44 15X6,0 4X100 ET38 BLACK DIAMOND;30E/31D   
S441560B5A40BD;S44 15X6,0 5X100 A ET40 BLACK DIAMOND;30/31/37E 
S441560B5D45GD;S44 15X6,0 5X100 ET45 GRAPHITE DIAMOND;37E       
S451860A4A42GD;S45 18X6,0 4X98 A ET42 GRAPHITE DIAMOND;57E       
S451870A4A35BD;S45 18X7,0 4X98 A ET35 BLACK DIAMOND;57E       
S451870A5A35BD;S45 18X7,0 5X98 A ET35 BLACK DIAMOND;60E       
S451870A5A35GD;S45 18X7,0 5X98 ET35 GRAPHITE DIAMOND;58E       
S451870C5A40BD;S45 18X7,0 5X105 ET40 BLACK DIAMOND;60E       
S451870G5A40BD;S45 18X7,0 5X114 ET40 BLACK DIAMOND;58D       
S461560B4A38BD;S46 15X6,0 4X100 ET38 BLACK DIAMOND;29D 32E 33
S461560B4A38BDS;S46 15X6,0 4X100 ET38 BLACK DIAM SMOKE;27E e 36E 
S461560B5A38BD;S46 15X6,0 5X100 A ET38 BLACK DIAMOND;28D e 39D 
S461560B5A38BDS;S46 15X6,0 5X100 A ET38 BLACK DIA SMOKE;39D,E     
S461760B4A42BD;S46 17X6,0 4X100 ET42 BLACK DIAMOND;43D       
S461760B5A42BD;S46 17X6,0 5X100 ET42 BLACK DIAMOND;4E        
S461770B4A40BDS;S46 17X7,0 4X100 A ET40 BLACK DIAM SMOKE;65D       
S461770B5A40BD;S46 17X7,0 5X100 ET40 BLACK DIAMOND;51E       
S461770B5A40BDS;S46 17X7,0 5X100 ET40 BLACK DIA SMOKE;49D,E     
S461770F5A45BD;S46 17X7,0 5X112 A ET45 BLACK DIAMOND;1E,D      
S461860B5A42BD;S46 18X6,0 5X100 ET42 BLACK DIAMOND;60E       
S461870B5A40BD;S46 18X7,0 5X100 ET40 BLACK DIAMOND;61D       
S461870F5A45BD;S46 18X7,0 5X112 ET45 BLACK DIAMOND;61D       
S471560B4A39BD;S47 15X6,0 4X100 A ET39 BLACK DIAMOND;30D,E     
S471660B4A39B;S47 16X6,0 4X100 ET39 BLACK;1D        
S471660B4A39BD;S47 16X6,0 4X100 ET39 BLACK DIAMOND;1E e 2D   
S471660C5A39B;S47 16X6,0 5X105 ET39 BLACK;7D        
S471660C5A39BD;S47 16X6,0 5X105 ET39 BLACK DIAMOND;1D        
S471770B4A41B;S47 17X7,0 4X100 ET41 BLACK;43D       
S471770B4A41BD;S47 17X7,0 4X100 ET41 BLACK DIAMOND;53D       
S471770B4A41GD;S47 17X7,0 4X100 ET41 GRAPHITE DIAMOND;6D        
S471770C5A41BD;S47 17X7,0 5X105 ET41 BLACK DIAMOND;48D       
S471770D5A41BD;S47 17X7,0 5X108 ET41 BLACK DIAMOND;4E        
S471770E5A41BD;S47 17X7,0 5X110 ET41 BLACK DIAMOND;7E        
S471770G5A41B;S47 17X7,0 5X114 ET41 BLACK;3D        
S471770G5A41BD;S47 17X7,0 5X114 ET41 BLACK DIAMOND;3E,D      
S481560B4A38B;S48 15X6,0 4X100 A ET38 BLACK;30D       
S481560B4A38BD;S48 15X6 4X100 A ET38 BLACK DIAMOND;29/30/31/3
S481560B4A38BDS;S48 15X6,0 4X100 A ET38 BLACK DIAM SMOKE;28E       
S481560B5A38BD;S48 15X6,0 5X100 ET38 BLACK DIAMOND;27D e 39D 
S481760B4A42BD;S48 17X6,0 4X100 A ET42 BLACK DIAMOND;66D e E   
S481760B4A42BDS;S48 17X6,0 4X100 A ET42 BLACK DIAM SMOKE;53D       
S481770B4A40BD;S48 17X7,0 4X100 ET40 BLACK DIAMOND;67E       
S481770B5A40BD;S48 17X7,0 5X100 ET40 BLACK DIAMOND;45E       
S491770B4A40BD;S49 17X7,0 4X100 A ET40 BLACK DIAMOND;47E       
S491770B5B40BD;S49 17X7,0 5X100 B ET40 BLACK DIAMOND;49D / 50D 
S491770B5B40LBD;S49 17X7,0 5X100 B ET40 LIP BLACK DIAMON;51D       
S491770F5A40BD;S49 17X7,0 5X112 A ET40 BLACK DIAMOND;66D       
S491770G5A40BD;S49 17X7,0 5X114 A ET40 BLACK DIAMOND;66D       
S491870B5A40BD;S49 18X7,0 5X100 ET40 BLACK DIAMOND;61E       
S491870B5A40LBD;S49 18X7,0 5X100 ET40 LIP BLACK DIAMOND;64D       
S491870C5A40BD;S49 18X7,0 5X105 ET40 BLACK DIAMOND;57D       
S491870D5A40BD;S49 18X7,0 5X108 ET40 BLACK DIAMOND;57D       
S491870F5A40BD;S49 18X7,0 5X112 A ET40 BLACK DIAMOND;57D       
S491870G5A40BD;S49 18X7,0 5X114 ET40 BLACK DIAMOND;57D       
S492080B5A40BD;S49 20X8,0 5X100 ET40 BLACK DIAMOND;18E       
S492080B5A40LBD;S49 20X8,0 5X100 ET40 LIP BLACK DIAMOND;18D       
S492080C5A40BD;S49 20X8,0 5X105 ET40 BLACK DIAMOND;17D       
S492080C5A40LBD;S49 20X8,0 5X105 ET40 LIP BLACK DIAMOND;19E       
S492080D5A40BD;S49 20X8,0 5X108 A ET40 BLACK DIAMOND;17E       
S492080D5A40LBD;S49 20X8,0 5X108 A ET40 LIP BLACK DIAM;20D       
S492080F5A40BD;S49 20X8,0 5X112 ET40 BLACK DIAMOND;19D       
S492080F5A40LBD;S49 20X8,0 5X112 ET40 LIP BLACK DIAMOND;16D       
S492080G5A40BD;S49 20X8,0 5X114 A ET40 BLACK DIAMOND;19D       
S492080G5A40GB;S49 20X8,0 5X114 ET40 GRAPHITE BRILHANTE;20D       
S492080G5A40LBD;S49 20X8,0 5X114 ET40 LIP BLACK DIAMOND;21D       
S501770R6R35B;S50 17X7,0 6X139,7 R ET35 BLACK;65D e 67D 
S501770R6R35BD;S50 17X7,0 6X139,7 R ET35 BLACK DIAMOND;49D       
S501770R6R35BF;S50 17X7,0 6X139,7 R ET35 BLACK FOSCO;49D       
S501875R6R35B;S50 18X7,5 6X139,7 R ET35 BLACK;62D       
S501875R6R35BD;S50 18X7,5 6X139 R ET35 BLACK DIAMOND;61D       
S501875R6R35BF;S50 18X7,5 6X139 R ET35 BLACK FOSCO;60D / 60E 
S502085R6R35B;S50 20X8,5 6X139 R ET35 BLACK;17E       
S502085R6R35BD;S50 20X8,5 6X139 R ET35 BLACK DIAM;17D       
S502085R6R35BF;S50 20X8,5 6X139 R ET35 BLACK FOSCO;15E e 18D 
S512085G6H35BD;S51 20X8,5 6X114 ET35 BLACK DIAMOND;18D       
S512085G6H35GD;S51 20X8,5 6X114 ET35 GRAPHITE DIAMOND;16D       
S521560B4B41BD;S52 15X6,0 4X100 ET41 BLACK DIAMOND;28/29D    
S521560B4B41GD;S52 15X6,0 4X100 ET41 GRAPHITE DIAMOND;28/40D    
S532085E5G30B;S53 20X8,5 5X110 G ET30 BLACK;17E       
S532085E5G30BD;S53 20X8,5 5X110 G ET30 BLACK DIAMOND;15D       
S532085L5G40BD;S53 20X8,5 5X120 G ET40 BLACK DIAMOND;16E       
S532085R5X20B;S53 20X8,5 5X139,7 X ET20 BLACK;21D       
S532085R6U35B;S53 20X8,5 6X139 U ET35 BLACK;16D       
S532085R6U35BD;S53 20X8,5 6X139,7 U ET35 BLACK DIAMOND;16E       
S541860B4A42BD;S54 18X6,0 4X100 A ET42 BLACK DIAMOND;62D       
S541860B5A42BD;S54 18X6,0 5X100 A ET42 BLACK DIAMOND;56E       
S541870B5A40BD;S54 18X7,0 5X100 A ET40 BLACK DIAMOND;57D       
S541870B5A40BDS;S54 18X7,0 5X100 A ET40 BLACK DIA SMOKE;64E       
S541870F5A45BD;S54 18X7,0 5X112 A ET45 BLACK DIAMOND;58D       
S541870F5A45BDS;S54 18X7,0 5X112 A ET45 BLACK DIA SMOKE;64D       
S542075B4A40BD;S54 20X7,5 4X100 A ET40 BLACK DIAMOND;15E       
S542075B5A40BD;S54 20X7,5 5X100 A ET40 BLACK DIAMOND;16D       
S542075B5A40BDS;S54 20X7,5 5X100 A ET40 BLACK DIA SMOKE;19D       
S542075F5A45BD;S54 20X7,5 5X112 A ET45 BLACK DIAMOND;15D       
S542075F5A45BDS;S54 20X7,5 5X112 A ET45 BLACK D SMOKE;19D       
S542075G5A40BD;S54 20X7,5 5X114 A ET40 BLACK DIAMOND;17E       
S551560A4W40BD;S55 15X6,0 4X98 W ET40 BLACK DIAMOND;31E/39D   
S551560A4W40GFD;S55 15X6,0 4X98 W ET40 GRAPHITE FOSCO DI;29E/31E   
S561660B5D35B;S56 16X6,0 5X100 D ET35 BLACK;7E        
S561660B5D35BD;S56 16X6,0 5X100 D ET35 BLACK DIAMOND;2D 3D 8E  
S561660B5D35BDS;S56 16X6,0 5X100 D ET35 BLACK DIA SMOKE;4D        
S561770B4D39B;S56 17X7,0 4X100 D ET 39 BLACK;45D       
S561770B4D39BD;S56 17X7,0 4X100 D ET 39 BLACK DIAMOND;48D       
S561770B4D39BDS;S56 17X7,0 4X100 D ET 39 BLACK DIA SMOKE;48D / 49D 
S561770B5D39B;S56 17X7,0 5X100 D ET39 BLACK;48E       
S561770B5D39BD;S56 17X7,0 5X100 D ET39 BLACK DIAMOND;7D/45E    
S561770B5D39BDS;S56 17X7,0 5X100 D ET39 BLACK DIAM SMOKE;52D / 66D 
S571875R6T28BD;S57 18X7,5 6X139 T ET28 BLACK DIAMOND;56D / 56E 
S571875R6T28GD;S57 18X7,5 6X139 T ET28 GRAPHITE DIAMOND;57D / 57E 
S572085R6T33BD;S57 20X8,5 6X139 T ET33 BLACK DIAMOND;15E       
S572085R6T33GD;S57 20X8,5 6X139 T ET33 GRAPHITE DIAMOND;15E       
S572290R6T40BD;S57 22X9,0 6X139 T ET40 BLACK DIAMOND;34E/35E   
S572290R6T40GD;S57 22X9,0 6X139 T ET40 GRAPHITE DIAMOND;34D,E     
S581875L5G40B;S58 18X7,5 5X120 G ET40 BLACK;56D       
S581875L5G40BD;S58 18X7,5 5X120 G ET40 BLACK DIAMOND;64D       
S581875L5G40BDS;S58 18X7,5 5X120 G ET40 BLACK DIA SMOKE;54D       
S582085L5G40B;S58 20X8,5 5X120 G ET40 BLACK;15E       
S582085L5G40BD;S58 20X8,5 5X120 ET40 BLACK DIAMOND;15D 16D 19
S582085L5G40BDS;S58 20X8,5 5X120 ET40 BLACK DIA SMOKE;15E e 17E 
S582290L5G45B;S58 22X9,0 5X120 G ET45 BLACK;35E       
S582290L5G45BD;S58 22X9,0 5X120 G ET45 BLACK DIAMOND;19E       
S582290L5G45BDS;S58 22X9,0 5X120 G ET45 BLACK DIA SMOKE;34D       
S591660B4D35BD;S59 16X6,0 4X100 D ET35 BLACK DIAMOND;5D        
S591660B4D35BDS;S59 16X6,0 4X100 D ET35 BLACK DIAM SMOKE;4D        
S591660B5D35BD;S59 16X6,0 5X100 ET35 BLACK DIAMOND;4E 6E 7D  
S591660B5D35BDS;S59 16X6,0 5X100 D ET35 BLACK DIAM SMOKE;2E        
S601560B4D35BD;S60 15X6,0 4X100 D ET35 BLACK DIAMOND;29 30D 31D
S601560B4D35BDS;S60 15X6,0 4X100 D ET35 BLACK DIAM SMOKE;29D       
S601560B5D35BD;S60 15X6,0 5X100 D ET35 BLACK DIAMOND;30/38D    
S601560B5D35BDS;S60 15X6,0 5X100 D ET35 BLACK DIAM SMOKE;33E       
S601660B4D35BD;S60 16X6,0 4X100 D ET35 BLACK DIAMOND;2E        
S601660B4D35BDS;S60 16X6,0 4X100 D ET35 BLACK DIAM SMOKE;2E        
S601660B5D35BD;S60 16X6,0 5X100 D ET35 BLACK DIAMOND;6E e 8D   
S601660B5D35BDS;S60 16X6,0 5X100 D ET35 BLACK DIAM SMOKE;4D        
S601770B4D39BD;S60 17X7,0 4X100 D ET39 BLACK DIAMOND;49D       
S601770B4D39BDS;S60 17X7,0 4X100 D ET39 BLACK DIAM SMOKE;66E       
